

    0.179573415293776973E-95   -0.184373027171070999E+04    0.100774703648080234E+03    0.260896586927127405E+01    0.983346391192017855E+01    0.641823657076474707E+00    0.435107597330319429E+01    0.128787559710445532E+01   -0.362209619977768238E+01
    0.479754573801333771E-90   -0.186872150373144723E+04    0.666248753530412273E+03    0.229104937420241539E+01    0.967977342309922584E+01    0.154442631739133585E+00    0.363542522931990320E+01    0.119468494974244166E+01   -0.382801388400177789E+01
    0.274610340729453035E-93   -0.185379015013646540E+04    0.141985170741909066E+02    0.944417459728886105E-01    0.987740186092849015E+01    0.109995600618698641E+01    0.438459870942070662E+01    0.870134237428241808E+00   -0.328705014952800401E+01
    0.172720159525999052E-97   -0.183444210851204252E+04    0.917052622415464640E+02    0.437020203710458743E+00    0.986640302473614028E+01    0.131376849803329754E+01    0.398274760008097584E+01    0.876978499667575129E+00   -0.296372930053178596E+01
    0.124833329759801712E-63   -0.199036850838732994E+04    0.220024830308210007E+01    0.843327371833163808E-01    0.982400882221851468E+01    0.132505292214055692E+01    0.164207090480048090E+01    0.386235295232983611E+00   -0.319383773356617118E+01
    0.553922109421589979E-79   -0.191966587460049641E+04    0.394181593468031632E+01    0.210612277210778590E-01    0.986798373653900107E+01    0.714266131821590156E+00    0.254291985542934196E+01    0.827767404441724475E+00   -0.258502563514798878E+01
    0.186819262904275386E-66   -0.197735932213994170E+04    0.556060700962420462E+01    0.577638335186477381E+01    0.971556320625135328E+01    0.421525244814251687E+00    0.301238156343472507E+01    0.204120379477875424E+00   -0.341002681873485258E+01
    0.687342976722105302E-80   -0.191549232306612475E+04    0.123110686230990005E+02    0.496969859312439866E+02    0.971625565065875030E+01    0.425488272906534015E+00    0.310053696381957122E+01    0.610848527208764480E+00   -0.206557049010624239E+01
    0.460751323716248645E-83   -0.190087686263525393E+04    0.221536488057650587E+02    0.141055356013230586E+02    0.997025454646979448E+01    0.436512198367838944E+00    0.153811520319704065E+01    0.722983361167140126E+00   -0.263342583151743659E+01
    0.249316067430538812E-86   -0.188583307801554906E+04    0.308359994096158402E+03    0.139968677956870664E+03    0.987414429031339402E+01    0.255980260549436955E+00    0.137901662528895086E+01    0.111996920373715603E+01   -0.334821649381041908E+01
    0.432133467933526083E-86   -0.188693310412643359E+04    0.705379863041917474E+02    0.686301061825647096E+01    0.965410355894677608E+01    0.274965425404785524E+00    0.347512577555531488E+01    0.320012376619073668E+00   -0.209848603626214381E+01
    0.308048880118430374E-88   -0.187704581171043219E+04    0.160772946180786072E+02    0.859022627795502416E+02    0.100045887630566224E+02    0.431755159795151444E+00    0.126654359124614702E+00    0.582237402606120114E+00   -0.243609740133321662E+01
    0.248262657855546235E-67   -0.197332284325198407E+04    0.337719155693422657E+01    0.226365874723887543E+02    0.962248985591009287E+01    0.117684174030391620E+01    0.230274280360068184E+01    0.572310883290623740E+00   -0.339542767506440324E+01
    0.159287126615040925E-68   -0.196783011528894622E+04    0.137778416898215283E+01    0.112442194902363298E+03    0.979086755810185672E+01    0.112348749311358032E+01    0.680861843979878700E+00    0.383956252963228883E+00   -0.298020382265218275E+01
    0.983916486050142942E-68   -0.197147178052916433E+04    0.107628145473117431E+02    0.875855863985640553E+03    0.958199399709701538E+01    0.489586591720581055E-01    0.359978646039962769E+01    0.255835294723510742E+00   -0.222159469127655029E+01
    0.344211295296988248E-98   -0.183121610430507235E+04    0.358332697939496780E+01    0.275511282536606084E+01    0.977488577871189790E+01    0.383575725511139831E+00    0.893605923355062171E+00    0.727064262912589104E-01   -0.232395838803221011E+01
    0.104474591390154349E-95   -0.184264699125888274E+04    0.135655141424863301E+01    0.781088241053851675E+02    0.963880496550042487E+01    0.494067164035485562E+00    0.636466492663207095E+00    0.901144300936983167E+00   -0.291697280014928939E+01
    0.514698101204925288E-91   -0.186425694524338223E+04    0.295109396678959435E+02    0.784237255449077395E+02    0.991593131446444431E+01    0.768045781717577869E+00    0.221710852162499883E+01    0.974517894524959738E+00   -0.297165926558663029E+01
    0.103969600785368504E-76   -0.193013553411070461E+04    0.117243456355737791E+03    0.893597484330960725E+02    0.990160470534854298E+01    0.232018289322948906E+00    0.221267135303391749E+01    0.855742554012708823E+00   -0.300260020742018652E+01
    0.484134372632824938E-96   -0.184110865827358020E+04    0.469931344843543357E+02    0.623934016845300107E+03    0.979005459345204621E+01    0.791568393570919904E+00    0.256961158724645955E+01    0.417397203666005689E+00   -0.236502476990166155E+01
    0.411976899750756832E-84   -0.189604791006867754E+04    0.481551032930905620E+01    0.135014990914686681E+02    0.991184439585854982E+01    0.363875099516741074E+00    0.134520438158391453E+01    0.110682687256756429E+01   -0.288707360000989288E+01
    0.233813128006366285E-83   -0.189952019009233231E+04    0.691030855246543396E+01    0.417489109722040553E+03    0.937212773180750958E+01    0.731508795878230922E+00    0.349698083036603302E+01    0.351693297724952281E+00   -0.226246003234406734E+01
    0.267527730789967033E-81   -0.190899993252315403E+04    0.873495557508770837E+01    0.249106613690661192E+02    0.939117832653204054E+01    0.274542575513893383E+00    0.362778097565431690E+01    0.360729684632072334E+00   -0.244905129072957406E+01
    0.101109758628583558E-95   -0.184258151675615431E+04    0.226809092609752732E+02    0.213350494910692756E+01    0.988627789777457977E+01    0.594368282687567362E+00    0.392993495482057664E+01    0.121900345539874144E+01   -0.236052268733267478E+01
    0.363927508207487791E-88   -0.187737920415535609E+04    0.218917204540424812E+02    0.638476268812908465E+01    0.988565725908638626E+01    0.702276553438615947E+00    0.258054456927094167E+01    0.883783941091161984E+00   -0.213063993605285340E+01
    0.412307961294759501E-97   -0.183618230419040356E+04    0.118148358283361876E+02    0.199596022442432997E+03    0.986423775613802434E+01    0.814648837281095606E+00    0.258410325284990128E+01    0.133840768012665357E+01   -0.221749764877207323E+01
    0.128306420875951302E-96   -0.183845277591073318E+04    0.720796165638034552E+02    0.158055710665844202E+03    0.992332599903692980E+01    0.530349783812857356E+00    0.322592789667027813E+00    0.110852015239000279E+01   -0.252983894277073684E+01
    0.473653217045047136E-98   -0.183185454379507837E+04    0.117599902389608157E+02    0.110674977269953576E+02    0.980824284309023042E+01    0.234933297318631745E+00    0.190504923457663056E+01    0.144727725849614286E+01   -0.205074093452410633E+01
    0.636146312562523618E-88   -0.187849615194246485E+04    0.307115599076620205E+01    0.849729949375365279E+00    0.986501404831070516E+01    0.724320192050083023E+00    0.112414684810206156E+01    0.991819839937625680E+00   -0.207851021909738787E+01
    0.296668871016183887E-92   -0.185854984723119401E+04    0.777096044774276947E+03    0.764295577689615811E+03    0.978946655262963006E+01    0.606006822720213334E+00    0.203388611297531474E+01    0.811526002808113156E+00   -0.203261413497399168E+01
    0.927625648845946336E-73   -0.194832810406764384E+04    0.496754626560542363E+02    0.761853142093848690E+00    0.960485177291844927E+01    0.248454777936170146E+01    0.622042985471900156E+01    0.437296607628688438E+00   -0.316282730588369532E+01
    0.112367184829852441E-98   -0.182897713679626440E+04    0.327100801093876683E+02    0.246917496122167364E+03    0.959122188838187739E+01    0.181980310020927449E+01    0.480083979537883465E+01    0.146927471175864621E+01   -0.240998860676175930E+01
    0.448010197135380053E-79   -0.191924145842743269E+04    0.289419533720547065E+03    0.438917643527413304E+03    0.949365177494744295E+01    0.170516627351046424E+01    0.539841309633256738E+01    0.998578646312760498E+00   -0.261327220535946925E+01
    0.404678935732959862E-93   -0.185456563183923458E+04    0.358961454669422508E+02    0.581909476324573021E+02    0.972452572208549881E+01    0.155352323241435974E+01    0.396657371085863542E+01    0.839443541305515684E+00   -0.266223100402453117E+01
    0.409975736963700925E-83   -0.190064334165586251E+04    0.914756901368655235E+03    0.284894706356033778E+01    0.959978849393053402E+01    0.131621744762492909E+01    0.559791252694288488E+01    0.478362329391425534E+00   -0.313833368912954658E+01
    0.158208896004365155E-95   -0.184347693603717971E+04    0.531065072232764123E+03    0.276618981293832974E+03    0.932784948836244965E+01    0.338867701241955310E+00    0.477946896446261693E+01    0.879829374125883357E+00   -0.339408548344970606E+01
    0.245461832499976946E-75   -0.193645879011757984E+04    0.137788342971248341E+03    0.293874625149754181E+02    0.928655442103519846E+01    0.637803673165245999E+00    0.537286137015632281E+01    0.542130292025539640E+00   -0.305596831029511140E+01
    0.156230652024445573E-76   -0.193095000390597079E+04    0.492619602523582145E+02    0.254756420766733740E+02    0.940558099604819198E+01    0.926166110495295514E+00    0.579983321968218757E+01    0.334738697856050538E+00   -0.306301934031516598E+01
    0.162301382091983248E-92   -0.185734352400264288E+04    0.454078792116172139E+02    0.425361719836143521E+02    0.966026081834924888E+01    0.126204802289561302E+01    0.404799887167208983E+01    0.808196236805485246E+00   -0.303671009647989187E+01
    0.138810422937650231E-78   -0.192150321490311126E+04    0.641985872167717986E+02    0.129195497863689440E+03    0.925380670079426260E+01    0.113503573113522127E+01    0.542960909652605395E+01    0.591933262984793873E+00   -0.298468392301435248E+01
    0.227483477636072531E-94   -0.184880842887032986E+04    0.524204902219152160E+02    0.100137047590374195E+03    0.938317556127650576E+01    0.318856391544158679E+00    0.496052885766388840E+01    0.112758414749913910E+00   -0.275499372881618987E+01
    0.294698065150628782E-98   -0.183090549555488906E+04    0.146971004145808905E+03    0.792305653368467517E+02    0.962087954476646345E+01    0.665782253641493460E+00    0.305441327586988232E+01    0.526234343510893599E+00   -0.349814723824187679E+01
    0.991064118765887717E-94   -0.185175183211699868E+04    0.172347327221264578E+03    0.404691974481062005E+03    0.953827403254855533E+01    0.277552212571962165E+00    0.363673877530130696E+01    0.104909946412155675E+01   -0.374770972328412499E+01
    0.169103332115341071E-97   -0.183439978301382826E+04    0.793259522039989040E+01    0.117236938526692455E+03    0.933008327222635714E+01    0.940534732847432942E+00    0.400588081158149656E+01    0.982615791477974621E+00   -0.283216262514717343E+01
    0.338649541946876346E-59   -0.201078516170610555E+04    0.639061155418297062E+03    0.323896324723847385E+03    0.940780395766012134E+01    0.937131181809306546E+00    0.565454356036110006E+01    0.845959886873285938E+00   -0.245335825856823231E+01
    0.415456637517104772E-68   -0.196974745497941672E+04    0.645311352925321025E+01    0.661780676350808903E+03    0.965197128042167662E+01    0.145178088653731052E+01    0.334734484253345688E+01    0.489756912964547486E+00   -0.235126181237149456E+01
    0.221758087249076509E-97   -0.183494193727369839E+04    0.765403571209902793E+03    0.321395967143785377E+00    0.985945184734707070E+01    0.121214183047405855E+01    0.477701527562758343E+01    0.116533787037749703E+01   -0.270222245114570558E+01
    0.124815026183666184E-93   -0.185221310953796228E+04    0.779401592317187919E+03    0.233714337683674112E+00    0.955839182632861650E+01    0.156085793617971125E+01    0.605997351106106841E+01    0.105378059243402888E+01   -0.207637067385604457E+01
    0.245916652675747066E-92   -0.185817459935887382E+04    0.310272700095390462E+03    0.126060133722578249E+01    0.974735118395508948E+01    0.804055622747624876E+00    0.393522220458027139E+01    0.661628140999555470E+00   -0.228379702019350272E+01
    0.166678455150165492E-98   -0.182976572598272878E+04    0.118031231800857242E+03    0.227344545049283309E+00    0.988481716859599935E+01    0.140764551507315794E+01    0.443810704102469078E+01    0.940150583043089294E+00   -0.226803496463189225E+01
    0.634111835066816790E-96   -0.184164838394816888E+04    0.395944304746434597E+02    0.461733550644968016E+00    0.980386158810256880E+01    0.161363164766895428E+01    0.491942144431094519E+01    0.754682968484102878E+00   -0.279672228177581728E+01
    0.233338535437432464E-97   -0.183504374377412660E+04    0.941750086774144393E+02    0.128367076520150802E+01    0.975529607670862475E+01    0.182726182345215116E+01    0.476355599363133742E+01    0.694015871906343729E+00   -0.201564292315383309E+01
    0.166394857866079915E-89   -0.187120885183163909E+04    0.195743286674703569E+03    0.142936130428478929E+02    0.956182206566273507E+01    0.126050712430519263E+01    0.539945922854778537E+01    0.125329692360607892E+01   -0.219704203719149316E+01
    0.133334567188059075E-97   -0.183392448611702434E+04    0.100306225210659093E+03    0.966565866662522977E+00    0.977829610215155398E+01    0.116408402996421945E+01    0.432489573564119745E+01    0.113551730596005518E+01   -0.235941661023919913E+01
    0.284910414063516785E-97   -0.183544311268087995E+04    0.254727067242927063E+03    0.314695831088072797E+01    0.974485590801226564E+01    0.152103891126884072E+01    0.420890584295265580E+01    0.984206917796963232E+00   -0.201222828551238564E+01
    0.872862237097290066E-92   -0.186070816950109975E+04    0.574754808090650727E+03    0.826434162429143693E+00    0.961665162993013922E+01    0.644365767671290834E+00    0.506025872363367402E+01    0.890349693819490584E+00   -0.231924249059491139E+01
    0.101010520125563653E-77   -0.192547261615432330E+04    0.405343604546532504E+03    0.200472735737855068E+01    0.948644412980454099E+01    0.648268328345672717E+00    0.568828734835252359E+01    0.831581393471031438E+00   -0.264196526069158288E+01
    0.178845873636379066E-98   -0.182990664169400998E+04    0.404564364959584111E+03    0.137623799677314618E+01    0.931368040038539213E+01    0.750153957655015802E+00    0.598488049151894952E+01    0.636552399270590374E+00   -0.241905533396756756E+01
    0.229573051562430097E-87   -0.188106290752491645E+04    0.343842918063946968E+03    0.245559218093654046E+02    0.952235500679544344E+01    0.438773462242776024E+00    0.477077770250329980E+01    0.125993679981206852E+01   -0.259275530065227766E+01
    0.526917983313889348E-94   -0.185048836346446251E+04    0.570917964862128770E+03    0.586341175315105403E+02    0.935047407602187164E+01    0.415757413668222331E+00    0.469579614762263198E+01    0.282093974113635015E+00   -0.213137045571153072E+01
    0.352483379330284893E-86   -0.188652564207888759E+04    0.940026019830951782E+03    0.199774944384218456E+01    0.931215208388547566E+01    0.181985883674976284E+00    0.567658841525676827E+01    0.494365040891573071E+00   -0.217438930711078537E+01
    0.188042205592620983E-68   -0.196816203135699834E+04    0.638186518294287453E+03    0.670952360448909824E+00    0.963523125697019722E+01    0.144847301743973556E+01    0.622185950838602952E+01    0.596223065019734988E+00   -0.233373525845259921E+01
    0.117794873903133248E-80   -0.191196454576424117E+04    0.320227442360108157E+02    0.151643531999050765E+03    0.932789786645820662E+01    0.200138782859677766E+01    0.556781215044833200E+01    0.896628003336425006E+00   -0.296556157520268604E+01
    0.112753948148935785E-91   -0.186122020019756133E+04    0.156857927398298322E+02    0.293860748708360063E+03    0.908829183389337203E+01    0.161783515849682358E+01    0.511082385666675965E+01    0.781353904465230231E+00   -0.332527874840937310E+01
    0.260859232727114431E-96   -0.183987189512563191E+04    0.150422818452260714E+03    0.204656956850387104E+03    0.883901943113458088E+01    0.148629893585349637E+01    0.601571019548548414E+01    0.533796335425865687E+00   -0.386683260099447201E+01
    0.126327250899271350E-72   -0.194894576928079005E+04    0.613543355431561508E+03    0.190958615319182684E+03    0.909697113704058147E+01    0.214942315506083048E+01    0.589494674083885517E+01    0.398740720191163578E+00   -0.259864383552910994E+01
    0.717960029109746166E-93   -0.185571227163183175E+04    0.278642623855708678E+03    0.177951183822593201E+00    0.966897875574880317E+01    0.129630371351033125E+01    0.552593439891367311E+01    0.428117812826189437E+00   -0.292552571519713034E+01
    0.121287152294836051E-76   -0.193044365878528424E+04    0.180574955050953285E+02    0.427892057355673538E-01    0.981482774210524944E+01    0.233873131225583314E+00    0.479061102436546360E+01    0.492252287444365555E+00   -0.397630141460888620E+01
    0.234121515630297408E-90   -0.186728663495059550E+04    0.535416306988522948E+02    0.178816327945582228E-01    0.978237239748274590E+01    0.124808996923950047E+00    0.471131545051683265E+01    0.227952870903102400E+00   -0.369197132570246778E+01
    0.178517695929831611E-41   -0.209239766897407799E+04    0.132668678165560756E+02    0.694914927855453501E+00    0.953095960617065430E+01    0.603710114955902100E-01    0.544479846954345703E+01    0.381500244140625000E+00   -0.382020056247711182E+01
    0.114165572874579913E-98   -0.182900889248307658E+04    0.172638348563087476E+02    0.786668477180307946E+02    0.945461129929405253E+01    0.145188402048406218E+01    0.444565035810847942E+01    0.118105968441216902E+01   -0.384372315929803809E+01
    0.466389713722214785E-97   -0.183642880625274256E+04    0.135425343434312513E+02    0.871509644245836435E+00    0.969992672251915167E+01    0.521429334234763342E+00    0.477631227949306059E+01    0.701979735837277574E-01   -0.387862383611369932E+01
    0.578385909328584392E-78   -0.192435747924434850E+04    0.892334350232103702E+03    0.424646387138342885E+01    0.959277956559169453E+01    0.284986337822743969E-01    0.319193995189470714E+01    0.407839905448410089E+00   -0.379028562217086629E+01
    0.509456828825461177E-82   -0.190568300611551058E+04    0.532743956739789581E+01    0.313868492929144538E+00    0.974760621686834305E+01    0.807988489474495863E+00    0.309039674723760394E+01    0.182023976001620846E+00   -0.341622743830797759E+01
    0.819756919051574283E-92   -0.186058262973461024E+04    0.203915323681935092E+03    0.501380325835471874E+00    0.954128103817084749E+01    0.214125053740255089E+00    0.534512374113086075E+01    0.868674252601820268E-01   -0.337351460016244964E+01
    0.145605821835065120E-98   -0.182949539914660954E+04    0.172459437252123955E+02    0.344326039586716648E+00    0.984617048259592131E+01    0.134483062802993558E+01    0.433032520108205343E+01    0.558328166256086833E+00   -0.355538559412519550E+01
    0.534622836453414606E-90   -0.186893807743370598E+04    0.616198922617152078E+01    0.415529347606123090E-01    0.985083834465998365E+01    0.160381146390005336E+01    0.437488860060408769E+01    0.666632106381870870E+00   -0.333071513285165732E+01
    0.493545719451652289E-88   -0.187798852576199852E+04    0.101392581666905013E+02    0.354591413396976696E+00    0.979868537187576294E+01    0.214746609330177307E+01    0.465001434087753296E+01    0.479307174682617188E+00   -0.384073519706726074E+01
    0.270117544047109945E-93   -0.185375715826153055E+04    0.149152370796844366E+03    0.158515974406079856E+02    0.955169821646816430E+01    0.169633821955044262E+01    0.473589209583140924E+01    0.491383542577752630E+00   -0.396723896086791505E+01
    0.152612655395111914E-77   -0.192629797290662646E+04    0.103377375274051069E+02    0.178471084418222216E-01    0.976252432793612002E+01    0.173976334991462367E+01    0.539198169175054520E+01    0.581017818276737374E+00   -0.365065500082965988E+01
    0.129135277767954398E-97   -0.183386048413193862E+04    0.663778205358382934E+03    0.270052596081504559E+01    0.972354901815658046E+01    0.183898651137955405E+01    0.504428875393041398E+01    0.589332335932216012E+00   -0.389737711789784091E+01
    0.370697116789403575E-90   -0.186820572505908603E+04    0.325622431225094155E+01    0.114798592706503788E+01    0.982049321357564686E+01    0.175847933356502395E+01    0.251131658515034006E+01    0.677300974799792566E+00   -0.308209683469787210E+01
    0.509012524535495092E-91   -0.186423472945315370E+04    0.213877687723852006E+01    0.445166703547731246E+00    0.969732245420736660E+01    0.220598733422173776E+01    0.178010351938336719E+01    0.873594745296258912E+00   -0.349858418534209958E+01
    0.977139858930817772E-83   -0.190238040528266447E+04    0.163668994415395375E+02    0.179670558699768779E-01    0.970511040989828899E+01    0.151357205851743171E+01    0.525819543913587051E+01    0.600743658322820617E+00   -0.359280947916145355E+01
    0.253054032069393859E-49   -0.205625413808267240E+04    0.440078876842846256E+01    0.812802329455377948E-01    0.959447466420967210E+01    0.188818522631333363E+01    0.611471620106441538E+01    0.302549823136016471E+00   -0.391595950979695218E+01
    0.319533426804306594E-69   -0.196461725208123744E+04    0.252535444927896791E+01    0.790225294564156577E+00    0.936816960152889955E+01    0.640401299849519878E+00    0.460855796291996622E+01    0.483690008177435682E+00   -0.312141016445642761E+01
    0.440392762029330972E-64   -0.198828471316945843E+04    0.251695063472155978E+00    0.355904463849613180E+02    0.891776643042439687E+01    0.174882421944975497E+01    0.331998967634355147E+01    0.205554133301898978E+00   -0.363157786173569441E+01
    0.329742993557805983E-81   -0.190941811315548262E+04    0.978990841117473365E+00    0.463798835027455070E+02    0.888643907217232609E+01    0.993506149231922819E+00    0.508409689470327741E+01    0.295851045593715722E+00   -0.339567909937967105E+01
    0.372897946185767893E-12   -0.222742083846037440E+04    0.153251753203375113E+00    0.820749717722748517E+00    0.914136179630412293E+01    0.354733221806339039E+00    0.463013768353653177E+01    0.122673565532340725E+00   -0.395721085576075104E+01
    0.144726629913087741E-59   -0.200908492346403841E+04    0.505733529251605276E+02    0.211104398791160826E+02    0.879433137244793706E+01    0.152365088271753368E+01    0.620214059611560042E+01    0.340680198579714544E+00   -0.346262830417825018E+01
    0.713964736609239697E-91   -0.186491145135357283E+04    0.194480558419908078E+02    0.116018121659508666E+01    0.918256307264326210E+01    0.110569989301160287E+01    0.584092100029574635E+01    0.348160489282499028E-01   -0.333035984933107621E+01
    0.972022046907216671E-72   -0.195302677471452466E+04    0.347035494477548099E+02    0.289498631366475763E+03    0.884343707209936625E+01    0.219285810279114379E+01    0.576081732206839714E+01    0.209792637500321233E+00   -0.338461227196446046E+01
    0.215538247351866237E-73   -0.194540912430753747E+04    0.311283459916577065E+01    0.917827182780685575E+03    0.927032138123118798E+01    0.177877374273015065E+01    0.380361277300042566E+01    0.508832293318305151E+00   -0.316075950351952306E+01
    0.506424968058670447E-36   -0.211750889678693829E+04    0.553337978386850615E+01    0.135963714330836005E+02    0.892405608560932961E+01    0.240591512211244485E+01    0.534738011511302780E+01    0.230438805166174959E+00   -0.372634507276890803E+01
    0.386857162365435213E-27   -0.215841678718238472E+04    0.739567449328557380E+01    0.285073608760434425E+02    0.903347250738225682E+01    0.141200139768851729E+01    0.518184469615412890E+01    0.243657975584438469E+00   -0.300793350719643815E+01
    0.265891536247155721E-75   -0.193661868411845990E+04    0.116732081623354844E+01    0.606688052246157739E+00    0.907001332796894566E+01    0.146676985759331169E+01    0.555110062295521001E+01    0.180145843268328470E+00   -0.324059530369994242E+01
    0.727647477250819512E-59   -0.201231486355270022E+04    0.444924914813826441E-01    0.124442513367694629E+01    0.905975322077285838E+01    0.154472978990051857E+01    0.363315867892897426E+01    0.272318265582134178E+00   -0.377564693686837538E+01
    0.463945594087386848E-63   -0.199299408399846334E+04    0.388642575890772723E+00    0.263037386532480044E+00    0.917726528644561768E+01    0.513910651206970215E+00    0.457497864961624146E+01    0.337972164154052734E+00   -0.371883761882781982E+01
    0.169165918471904203E-05   -0.225807618020213749E+04    0.403726617100468935E-01    0.726706410598865316E+00    0.945871557866142965E+01    0.190880811381543913E+01    0.458765766658806573E+01    0.620167107767640585E-01   -0.367572265573467982E+01
    0.234314065750107442E-54   -0.203307440584347637E+04    0.846096869700640186E-01    0.160808595504516788E+00    0.934227591291076820E+01    0.177297904456169420E+01    0.585667897054061015E+01    0.334159721192251902E+00   -0.380068594651982483E+01
    0.505668377148167464E-86   -0.188724739728488089E+04    0.418711429268053270E-01    0.386077003378289055E-01    0.926870070742110386E+01    0.538396928652934759E+00    0.593072217853363615E+01    0.512744549611619860E+00   -0.388195779657177731E+01
    0.354500016577502626E-17   -0.220429379475692713E+04    0.263987384798341562E+01    0.440845129145296222E+00    0.957224855880627423E+01    0.759779319551612042E+00    0.403643877940085805E+01    0.125296228078629113E+00   -0.312125052267304337E+01
    0.131922240927861785E-24   -0.217008061199979693E+04    0.884909269452040737E+00    0.599628580206712294E-01    0.937903268741020746E+01    0.828465283727535667E-01    0.426255902004410192E+01    0.219464269219793034E+00   -0.384616626018540053E+01
    0.799237693150905697E-54   -0.203552839786954610E+04    0.776612188937536474E+00    0.295148962039941364E-01    0.936237723174748560E+01    0.118080775110824732E+01    0.428658967319454209E+01    0.336599338531469061E+00   -0.327015787170135708E+01
    0.875611772072708560E-50   -0.205413160745412279E+04    0.251041561070253216E+01    0.546922147588525420E+00    0.923152298920898673E+01    0.124185995234745739E+01    0.536900350010179128E+01    0.271902588766535572E-01   -0.358525865200929195E+01
    0.316822780919777800E-73   -0.194617953268977135E+04    0.980343092748214712E-01    0.445690583059642677E+03    0.874962067007326283E+01    0.239802215968637888E+01    0.413518463984200313E+01    0.113946156320930220E+00   -0.336958348967068355E+01
    0.457106607131526257E-98   -0.183178342618579836E+04    0.466980328567331568E+02    0.509368791484877832E+02    0.926648365403676699E+01    0.230900209828510050E+01    0.533995797881259548E+01    0.633153070294301679E-01   -0.332307612539194874E+01
    0.167361485118654563E-63   -0.199095486152527269E+04    0.131770628059645767E+01    0.806824670478420297E-01    0.976861353716632408E+01    0.179443518684533343E+01    0.577802131126952334E+00    0.447970080614765953E+00   -0.294271341340243087E+01
    0.128502224187116966E-05   -0.225752631262938303E+04    0.155301904757405768E+00    0.160507141931079296E-01    0.943325843010036991E+01    0.149159486286748066E+01    0.303165402682500140E+01    0.145803082583147003E+00   -0.329431031891925086E+01
    0.123780729398692768E-95   -0.184298612684237787E+04    0.112789567942639724E+01    0.419201352683685191E-01    0.936093296518018292E+01    0.145920061182062555E+01    0.142624065107090758E+01    0.549123398566490839E+00   -0.342567824984150482E+01
    0.100243224260512923E-86   -0.188401083408923569E+04    0.759580317547711714E+00    0.167506157005571517E+02    0.935580059528674823E+01    0.228138001527146850E+01    0.155547375176722280E+01    0.590214712613929660E+00   -0.327221472841121219E+01
    0.642543598714034389E-73   -0.194759371690089915E+04    0.190544895967894701E+00    0.645367907193843959E+00    0.954910136565276702E+01    0.203314047833760858E+01    0.926883693297311462E+00    0.220543839385789753E+00   -0.364911421919764978E+01
    0.428180059898652174E-72   -0.195138710535773134E+04    0.249437358385944108E+00    0.448548942571367293E+00    0.926907238885780060E+01    0.209046498701310668E+01    0.122422859941356532E+01    0.422252986666449115E+00   -0.332289691543770038E+01
    0.350435915914447501E-81   -0.190953984177534949E+04    0.772283306193090158E+00    0.684552504988763383E-01    0.935650235669592689E+01    0.234664460139767650E+01    0.173281770025693782E+01    0.473682805831675491E+00   -0.331887651331975730E+01
    0.195335347857810703E-92   -0.185771404965059173E+04    0.342332757295711665E+00    0.654862008677548901E-01    0.951640145056564535E+01    0.189730484217487727E+01    0.942890857674874905E+00    0.438333825710420344E+00   -0.344759156796745048E+01
