    0.570651498012103575E+00    0.593088264115604821E-01    0.110384093523025513E+02    0.891059488058090210E+00    0.138140174746513367E+02    0.258264541625976562E+01   -0.311169552803039551E+01   -0.999000000000000022+100   -0.599146350544150419E+01    1
    0.468925612462024674E+03    0.181612574742689112E+02    0.883517420291900635E+01    0.238529145717620850E+00    0.100475791096687317E+02    0.666443347930908203E+00   -0.234573531150817871E+01   -0.999000000000000022+100   -0.599396350544151169E+01    1
    0.262939464094816685E+03    0.272320583304646147E+00    0.100813349485397339E+02    0.165399014949798584E+00    0.648399800062179565E+01    0.189776420593261719E+01   -0.275265026092529297E+01   -0.999000000000000022+100   -0.599646350544151474E+01    1
    0.161167325834715967E+03    0.854675274848215927E+00    0.105171574354171753E+02    0.732964426279067993E+00    0.113690069317817688E+02    0.106693220138549805E+01   -0.307409083843231201E+01   -0.999000000000000022+100   -0.599896350544151957E+01    1
    0.474714557548865240E-01    0.622041084486902429E+00    0.969463765621185303E+01    0.211907505989074707E+01    0.120808964967727661E+02    0.192470550537109375E+01   -0.216664755344390869E+01   -0.999000000000000022+100   -0.600146350544151552E+01    1
    0.209377324770761334E+03    0.953016470007534866E+00    0.109473901987075806E+02    0.142387896776199341E+00    0.899918228387832642E+01    0.270477151870727539E+01   -0.340980601310729980E+01   -0.999000000000000022+100   -0.600396350544151858E+01    1
    0.426105907469437781E+02    0.100929210533019713E+02    0.844447129964828491E+01    0.113719567656517029E+01    0.138653540611267090E+02    0.360841012001037598E+01   -0.265116012096405029E+01   -0.999000000000000022+100   -0.600646350544151630E+01    1
    0.871682646958689247E+03    0.276235980371036027E+00    0.673712080717086792E+01    0.441190749406814575E+00    0.960835129022598267E+01    0.268256139755249023E+01   -0.312908923625946045E+01   -0.999000000000000022+100   -0.600896350544152469E+01    1
    0.604682749055027884E+02    0.209626239663223579E+01    0.641212022304534912E+01    0.136378601193428040E+01    0.148552581667900085E+02    0.284347128868103027E+01   -0.357808685302734375E+01   -0.999000000000000022+100   -0.601146350544151886E+01    1
    0.204484597347783202E-01    0.382602774508843254E+03    0.903341358900070190E+01    0.192974209785461426E+01    0.688874244689941406E+01    0.383860087394714355E+01   -0.254662895202636719E+01   -0.999000000000000022+100   -0.601396350544150859E+01    1
    0.448557411632218219E+02    0.886510960053721419E+03    0.776763999462127686E+01    0.212587907910346985E+01    0.108348396420478821E+02    0.307956051826477051E+01   -0.204500579833984375E+01   -0.999000000000000022+100   -0.601646350544151520E+01    1
    0.198132112582628167E+03    0.598804724529065098E+02    0.119171670079231262E+02    0.277504324913024902E-02    0.116738882660865784E+02    0.260395622253417969E+01   -0.244968986511230469E+01   -0.999000000000000022+100   -0.601896350544151559E+01    1
    0.142912352554134647E+00    0.153404164482196081E-01    0.960648739337921143E+01    0.230792343616485596E+01    0.906060844659805298E+01    0.934171676635742188E-02   -0.352816998958587646E+01   -0.999000000000000022+100   -0.602146350544152753E+01    1
    0.179498837101193089E+02    0.250800576146959742E+03    0.629837632179260254E+01    0.229252204298973083E+01    0.725290417671203613E+01    0.233680558204650879E+01   -0.351428771018981934E+01   -0.999000000000000022+100   -0.602396350544153325E+01    1
    0.977353800251511728E+01    0.108134099259659347E+00    0.490692031383514404E+01    0.160508856177330017E+01    0.974828660488128662E+01    0.343040704727172852E+00   -0.263330137729644775E+01   -0.999000000000000022+100   -0.602646350544152298E+01    1
    0.267427741530756706E-01    0.122405278160087203E+02    0.101015051603317261E+02    0.697183907032012939E+00    0.866661697626113892E+01    0.952058076858520508E+00   -0.220799851417541504E+01   -0.999000000000000022+100   -0.602896350544150561E+01    1
    0.181184960703225613E+03    0.496881767716031941E+01    0.751012647151947021E+01    0.537627935409545898E+00    0.148556318879127502E+02    0.946593284606933594E-02   -0.381275594234466553E+01   -0.999000000000000022+100   -0.603146350544150955E+01    1
    0.179086940530803140E+01    0.702293864327628858E-01    0.120566880106925964E+02    0.900956392288208008E+00    0.140931567549705505E+02    0.197509598731994629E+01   -0.345136511325836182E+01   -0.999000000000000022+100   -0.603396350544152682E+01    1
    0.821182711278004795E+00    0.967571933764935807E+03    0.640354841947555542E+01    0.175487056374549866E+01    0.130383190512657166E+02    0.302527356147766113E+01   -0.291798949241638184E+01   -0.999000000000000022+100   -0.603646350544153165E+01    1
    0.968648696527092401E-01    0.741712642337406436E+02    0.125621079206466675E+02    0.133554935455322266E+01    0.912306100130081177E+01    0.757786273956298828E+00   -0.310734379291534424E+01   -0.999000000000000022+100   -0.603896350544152227E+01    1
    0.280636719792338205E+02    0.130877101419953359E+02    0.945895034074783325E+01    0.195110470056533813E+01    0.960049957036972046E+01    0.135556244850158691E+01   -0.329221606254577637E+01   -0.999000000000000022+100   -0.604146350544151556E+01    1
    0.544237576644609700E+01    0.391290940241642957E+02    0.604794543981552124E+01    0.201026588678359985E+01    0.131017890572547913E+02    0.903814315795898438E+00   -0.318310880661010742E+01   -0.999000000000000022+100   -0.604396350544152039E+01    1
    0.158980774819725124E+02    0.137636917203305444E+03    0.875540691614151001E+01    0.195614770054817200E+01    0.912055939435958862E+01    0.451605081558227539E+00   -0.230462336540222168E+01   -0.999000000000000022+100   -0.604646350544152966E+01    1
    0.155327160693172345E+00    0.366123898002294959E-01    0.608221334218978882E+01    0.845378637313842773E-01    0.861911237239837646E+01    0.183186674118041992E+01   -0.319590568542480469E+01   -0.999000000000000022+100   -0.604896350544152206E+01    1
    0.145319419285053930E+00    0.106756606106209670E-01    0.871744292974472046E+01    0.123317807912826538E+01    0.117007032036781311E+02    0.310393667221069336E+01   -0.229134094715118408E+01   -0.999000000000000022+100   -0.605146350544152156E+01    1
    0.663447481827387605E+03    0.945596123704516012E-01    0.499723833799362183E+01    0.181865096092224121E+01    0.764472663402557373E+01    0.125903892517089844E+01   -0.264468765258789062E+01   -0.999000000000000022+100   -0.605396350544152995E+01    1
    0.169759194120191470E+01    0.131192465855949059E+01    0.121615532636642456E+02    0.160093709826469421E+01    0.694029897451400757E+01    0.309693789482116699E+01   -0.252244341373443604E+01   -0.999000000000000022+100   -0.605646350544151790E+01    1
    0.556567050934047813E+01    0.210281176349897407E+02    0.127724392414093018E+02    0.198024958372116089E+00    0.728438705205917358E+01    0.445743799209594727E+00   -0.313846862316131592E+01   -0.999000000000000022+100   -0.605896350544151829E+01    1
    0.182652736835576174E+00    0.470452789473213784E+02    0.129825554490089417E+02    0.447153151035308838E+00    0.817975312471389771E+01    0.717319726943969727E+00   -0.388532674312591553E+01   -0.999000000000000022+100   -0.606146350544153112E+01    1
    0.353478958249599240E+00    0.116962785428995502E+03    0.976514220237731934E+01    0.194761946797370911E+01    0.116996544599533081E+02    0.195626974105834961E+00   -0.346260070800781250E+01   -0.999000000000000022+100   -0.606396350544153950E+01    1
    0.821502286534172677E+00    0.388318568953505903E+02    0.124739222526550293E+02    0.157890319824218750E+01    0.700983166694641113E+01    0.467988014221191406E+00   -0.343136394023895264E+01   -0.999000000000000022+100   -0.606646350544153368E+01    1
    0.174451337709527152E+02    0.145912153718703541E+01    0.489237201213836670E+01    0.247679769992828369E+01    0.138216939568519592E+02    0.553780555725097656E+00   -0.314682984352111816E+01   -0.999000000000000022+100   -0.606896350544153407E+01    1
    0.427897714921006838E+02    0.480517984933373221E-01    0.766556209325790405E+01    0.167260810732841492E+01    0.922206848859786987E+01    0.376284193992614746E+01   -0.343286454677581787E+01   -0.999000000000000022+100   -0.607146350544153712E+01    1
    0.337554093869475196E+03    0.508345514280637971E+02    0.103587794303894043E+02    0.241074249148368835E+01    0.104163426160812378E+02    0.280757737159729004E+01   -0.217896759510040283E+01   -0.999000000000000022+100   -0.607396350544151886E+01    1
    0.299591453097035085E+02    0.291922038711875276E+01    0.434357488155364990E+01    0.432654619216918945E+00    0.764442980289459229E+01    0.138649153709411621E+01   -0.352105808258056641E+01   -0.999000000000000022+100   -0.607646350544150149E+01    1
    0.244191229762487637E+03    0.867799035744968819E+03    0.503330546617507935E+01    0.683178007602691650E-01    0.141872137784957886E+02    0.104478549957275391E+01   -0.390129625797271729E+01   -0.999000000000000022+100   -0.607896350544150277E+01    1
    0.134026657230179314E+00    0.152814590541856221E+01    0.856122034788131714E+01    0.351006537675857544E+00    0.101009926199913025E+02    0.159038901329040527E+01   -0.234281516075134277E+01   -0.999000000000000022+100   -0.608146350544151737E+01    1
    0.149594310128802843E+01    0.522429522459791201E+03    0.109678688645362854E+02    0.157346218824386597E+01    0.754209905862808228E+01    0.197431826591491699E+01   -0.205275022983551025E+01   -0.999000000000000022+100   -0.608396350544153197E+01    1
    0.683237444391908699E+00    0.574242472819817067E+03    0.627056556940078735E+01    0.594948828220367432E+00    0.653066664934158325E+01    0.826018333435058594E+00   -0.399736750125885010E+01   -0.999000000000000022+100   -0.608646350544153236E+01    1
    0.651996081429262575E+00    0.153285929154723277E+02    0.100848459601402283E+02    0.842006504535675049E+00    0.985346227884292603E+01    0.284958457946777344E+01   -0.215278768539428711E+01   -0.999000000000000022+100   -0.608896350544152032E+01    1
    0.607072995241506845E+02    0.433150975696577553E-01    0.112319521903991699E+02    0.236332684755325317E+01    0.132350689172744751E+02    0.152911162376403809E+01   -0.323502969741821289E+01   -0.999000000000000022+100   -0.609146350544151804E+01    1
    0.124853504712011642E+03    0.603621332577194607E+03    0.495899111032485962E+01    0.180597007274627686E+01    0.901212751865386963E+01    0.393459510803222656E+01   -0.306937265396118164E+01   -0.999000000000000022+100   -0.609396350544151844E+01    1
    0.290492473695990017E+00    0.624414242847421197E+00    0.108129203319549561E+02    0.258717685937881470E+00    0.101162409782409668E+02    0.256185746192932129E+01   -0.354046857357025146E+01   -0.999000000000000022+100   -0.609646350544151083E+01    1
    0.170145924099657853E+01    0.123565250844611535E-01    0.639130735397338867E+01    0.854484140872955322E+00    0.664145976305007935E+01    0.751929283142089844E+00   -0.253936898708343506E+01   -0.999000000000000022+100   -0.609896350544150234E+01    1
    0.125882630855696509E+01    0.398689240362445421E-01    0.476845771074295044E+01    0.161979854106903076E+01    0.105870258808135986E+02    0.458528757095336914E+00   -0.200578904151916504E+01   -0.999000000000000022+100   -0.610146350544149918E+01    1
    0.143272447255909478E-01    0.219022980964091035E+00    0.459325528144836426E+01    0.118647292256355286E+01    0.985354810953140259E+01    0.273957276344299316E+01   -0.251000428199768066E+01   -0.999000000000000022+100   -0.610396350544150579E+01    1
